readable_time,temperature,humidity,lux,solar_voltage
4/3/2025 0:00,27.75803,63.14073,868.033207873033,0.05
4/3/2025 1:00,28.94676,60.34138,681.0355254940908,0.05
4/3/2025 2:00,28.36401,60.95293,956.509963704261,0.05
4/3/2025 3:00,28.83929,61.11213,681.4262739135785,0.05
4/3/2025 4:00,28.59661,60.79761,933.2374029239018,0.05
4/3/2025 5:00,27.37487,60.34981,722.1770772441806,0.05
4/3/2025 6:00,27.79935,64.27089,25457.911351051058,0.05
4/3/2025 7:00,28.35127,61.01144,34817.34367895147,0.05
4/3/2025 8:00,28.51931,64.98708,60393.71528916399,0.05
4/3/2025 9:00,27.51463,65.0154,57007.94696434366,0.05
4/3/2025 10:00,28.68935,63.99595,87003.55393035612,0.05
4/3/2025 11:00,28.21397,63.52192,80060.14413081651,0.05
4/3/2025 12:00,28.50411,61.13947,104925.23757595528,0.05
4/3/2025 13:00,27.40028,63.03765,102646.53423902816,0.05
4/3/2025 14:00,27.87268,63.60734,70506.03909452012,0.05
4/3/2025 15:00,27.67151,62.97608,60850.676344158666,0.05
4/3/2025 16:00,27.88477,60.92977,56223.90846878847,0.05
4/3/2025 17:00,28.42102,63.85541,46670.9935833954,0.05
4/3/2025 18:00,28.21586,64.77563,816.5334034737729,0.05
4/3/2025 19:00,27.36725,64.91219,750.6398207162479,0.05
4/3/2025 20:00,28.51372,64.54884,951.1536650249275,0.05
4/3/2025 21:00,27.51275,61.50364,810.6570274607047,0.05
4/3/2025 22:00,28.48443,62.63982,856.1012302864748,0.05
4/3/2025 23:00,28.9244,63.44647,897.6265272712034,0.05
4/4/2025 0:00,28.75128,64.01856,273.3561973270207,0.05
4/4/2025 1:00,28.59667,61.38005,308.2572352754266,0.05
4/4/2025 2:00,28.0818,63.37189,278.1285388616504,0.05
4/4/2025 3:00,27.63633,63.00215,312.65692374752007,0.05
4/4/2025 4:00,28.78291,61.22124,378.97716972217427,0.05
4/4/2025 5:00,27.86133,60.99311,272.0186005320194,0.05
4/4/2025 6:00,28.45684,63.39749,10160.786825694378,0.05
4/4/2025 7:00,28.57289,62.96469,13916.10133187974,0.05
4/4/2025 8:00,28.67578,61.66446,18109.77300290457,0.05
4/4/2025 9:00,28.77103,62.78507,30961.101091591383,0.05
4/4/2025 10:00,28.5601,62.63799,35789.214917873025,0.05
4/4/2025 11:00,27.67505,62.20246,41898.45847187733,0.05
4/4/2025 12:00,27.72313,63.42369,42311.934096618716,0.05
4/4/2025 13:00,27.49816,61.44882,39961.98049145182,0.05
4/4/2025 14:00,28.64059,64.0078,24573.30419827417,0.05
4/4/2025 15:00,28.52287,62.53329,25196.142849590076,0.05
4/4/2025 16:00,28.53167,64.7407,25241.539654148684,0.05
4/4/2025 17:00,28.65506,60.93028,15455.319905411448,0.05
4/4/2025 18:00,27.44494,64.28947,364.4513937979567,0.05
4/4/2025 19:00,28.68913,63.0115,364.44657719805195,0.05
4/4/2025 20:00,28.93664,61.52431,355.3745941052742,0.05
4/4/2025 21:00,27.6981,60.86411,364.9323232390632,0.05
4/4/2025 22:00,28.43116,64.83924,272.15495590229114,0.05
4/4/2025 23:00,28.49016,63.44761,332.08118018655955,0.05
4/5/2025 0:00,28.5423,61.59585,228.70517466541017,0.05
4/5/2025 1:00,27.89237,62.75973,199.349867347103,0.05
4/5/2025 2:00,27.64695,62.12318,194.92509460953437,0.05
4/5/2025 3:00,28.31593,64.97162,211.15745372441071,0.05
4/5/2025 4:00,28.3878,64.6018,206.2630851526152,0.05
4/5/2025 5:00,28.49181,62.24316,219.20153961831866,0.05
4/5/2025 6:00,27.42739,62.51367,8595.262656688554,0.05
4/5/2025 7:00,27.49164,63.06735,12406.211747063386,0.05
4/5/2025 8:00,28.14326,61.87725,11968.378509825105,0.05
4/5/2025 9:00,28.24658,60.20696,13744.459910168798,0.05
4/5/2025 10:00,27.81443,63.98573,21848.577010850375,0.05
4/5/2025 11:00,27.60559,63.26874,25054.267721666798,0.05
4/5/2025 12:00,28.47059,63.31323,22085.543412156418,0.05
4/5/2025 13:00,27.55473,60.54419,23496.674885391152,0.05
4/5/2025 14:00,27.94009,62.03992,15635.161369890435,0.05
4/5/2025 15:00,27.44349,60.79427,19470.700440470868,0.05
4/5/2025 16:00,28.28989,62.99681,14671.078328083633,0.05
4/5/2025 17:00,28.9205,65.18103,10594.286440880094,0.05
4/5/2025 18:00,28.46681,63.21389,224.11841032067068,0.05
4/5/2025 19:00,28.14128,64.78421,216.8666387602426,0.05
4/5/2025 20:00,27.44108,63.80427,203.38604130929463,0.05
4/5/2025 21:00,28.46535,63.14296,218.307003939953,0.05
4/5/2025 22:00,29.00598,63.69209,207.92298734341932,0.05
4/5/2025 23:00,28.61453,62.4028,210.54958768554135,0.05
4/6/2025 0:00,28.22451,60.69183,212.5201004966212,0.05
4/6/2025 1:00,28.63224,64.92126,176.76227940263368,0.05
4/6/2025 2:00,28.88609,61.63517,178.7993970860003,0.05
4/6/2025 3:00,27.66763,60.45511,168.86198933438334,0.05
4/6/2025 4:00,28.32709,63.07252,229.20949753349666,0.05
4/6/2025 5:00,28.40448,60.59962,183.61669702837,0.05
4/6/2025 6:00,29.0371,65.0636,7742.267195828255,0.05
4/6/2025 7:00,28.91807,62.95085,9114.749243413524,0.05
4/6/2025 8:00,28.03705,60.87585,13849.520726498908,0.05
4/6/2025 9:00,27.79954,61.63144,15034.38430138918,0.05
4/6/2025 10:00,28.36536,62.6145,19005.891739118397,0.05
4/6/2025 11:00,28.06263,62.02909,19584.37226143067,0.05
4/6/2025 12:00,27.97805,63.78099,21921.19404654577,0.05
4/6/2025 13:00,27.72478,60.39757,25498.866708850026,0.05
4/6/2025 14:00,27.53144,60.74227,21231.207320781676,0.05
4/6/2025 15:00,27.98742,64.84175,15584.01538702404,0.05
4/6/2025 16:00,28.19285,64.09095,12630.631451903304,0.05
4/6/2025 17:00,28.36542,63.54838,10257.322424999491,0.05
4/6/2025 18:00,27.54444,61.10766,231.72370866656345,0.05
4/6/2025 19:00,27.88784,62.41913,210.5422168392076,0.05
4/6/2025 20:00,27.68988,60.95714,195.89272210355594,0.05
4/6/2025 21:00,28.84419,62.28906,206.2009757063363,0.05
4/6/2025 22:00,27.77258,62.01877,195.93000194488906,0.05
4/6/2025 23:00,27.90249,63.91522,184.83829716776623,0.05
4/7/2025 0:00,28.42465,61.17317,268.0048988563435,0.05
4/7/2025 1:00,27.83194,63.20227,380.17077393710076,0.05
4/7/2025 2:00,29.02684,62.43117,356.2677461732204,0.05
4/7/2025 3:00,27.97482,60.31183,309.37560778251316,0.05
4/7/2025 4:00,27.57527,64.00975,273.89218571036747,0.05
4/7/2025 5:00,28.37097,61.25323,273.1803468441491,0.05
4/7/2025 6:00,28.80056,64.68243,12683.493470787866,0.05
4/7/2025 7:00,28.66942,64.21258,16877.44240425215,0.05
4/7/2025 8:00,28.90527,60.39639,20557.638616400538,0.05
4/7/2025 9:00,27.41435,63.34136,28151.85882031323,0.05
4/7/2025 10:00,28.41526,64.75866,28495.89793220638,0.05
4/7/2025 11:00,27.85338,62.73251,31533.395183050983,0.05
4/7/2025 12:00,29.02679,62.2714,37582.0947897294,0.05
4/7/2025 13:00,28.30012,62.65357,38278.8348886921,0.05
4/7/2025 14:00,27.5503,60.19566,32692.722136280263,0.05
4/7/2025 15:00,28.31606,62.96943,23577.09516679008,0.05
4/7/2025 16:00,28.24211,64.21274,17545.072254385486,0.05
4/7/2025 17:00,28.49964,61.66553,17338.206283933865,0.05
4/7/2025 18:00,27.42099,63.53053,287.796364226451,0.05
4/7/2025 19:00,27.56963,63.27442,371.4280592230756,0.05
4/7/2025 20:00,27.82546,61.18562,352.22135543956057,0.05
4/7/2025 21:00,28.22973,63.73524,278.1502260095797,0.05
4/7/2025 22:00,28.22033,60.66055,373.1050238317438,0.05
4/7/2025 23:00,28.26933,62.44358,327.71317715468166,0.05
4/8/2025 0:00,28.01158,64.59697,718.7066106134333,0.05
4/8/2025 1:00,28.48334,61.60614,927.5905155757266,0.05
4/8/2025 2:00,28.40694,61.2385,861.4211923971721,0.05
4/8/2025 3:00,28.10176,60.62108,709.5453802942922,0.05
4/8/2025 4:00,28.19754,63.76583,703.9324785971902,0.05
4/8/2025 5:00,28.65031,64.10301,888.9655339215825,0.05
4/8/2025 6:00,28.93036,64.83105,32631.247237090825,0.05
4/8/2025 7:00,27.68098,60.31744,37800.88149089376,0.05
4/8/2025 8:00,28.67613,64.24371,42981.70246771542,0.05
4/8/2025 9:00,27.98579,61.98043,60138.67245783625,0.05
4/8/2025 10:00,28.43869,60.65034,63756.11381410122,0.05
4/8/2025 11:00,27.40853,64.66702,94288.32746733786,0.05
4/8/2025 12:00,27.93147,60.84712,99317.06131535281,0.05
4/8/2025 13:00,28.72408,61.07728,100824.74076236748,0.05
4/8/2025 14:00,27.36688,64.80134,82729.07938823113,0.05
4/8/2025 15:00,28.39653,62.49454,71157.3170861437,0.05
4/8/2025 16:00,28.88786,60.4084,54083.83562516312,0.05
4/8/2025 17:00,28.07801,63.77387,37853.40695894995,0.05
4/8/2025 18:00,28.96333,60.70168,863.1244470704763,0.05
4/8/2025 19:00,28.14096,63.37157,642.2270443384609,0.05
4/8/2025 20:00,28.9491,63.46971,917.9419198423283,0.05
4/8/2025 21:00,28.07189,62.3648,719.6185246484264,0.05
4/8/2025 22:00,27.65252,61.09164,703.1579603389793,0.05
4/8/2025 23:00,27.82304,62.52908,785.4858380169352,0.05
4/9/2025 0:00,27.99347,62.14646,915.1497859371271,0.05
4/9/2025 1:00,28.57034,63.37709,659.5520375197616,0.05
4/9/2025 2:00,28.58958,63.73456,652.4231222636784,0.05
4/9/2025 3:00,27.63501,64.19617,666.0865459807421,0.05
4/9/2025 4:00,28.03254,63.83175,923.9532950193011,0.05
4/9/2025 5:00,27.53235,62.53089,761.4929075465178,0.05
4/9/2025 6:00,27.36294,63.52411,32042.65160941517,0.05
4/9/2025 7:00,27.8089,61.0798,47072.91564009591,0.05
4/9/2025 8:00,27.42746,63.98024,58104.2916348034,0.05
4/9/2025 9:00,28.88122,61.75235,67717.7217426155,0.05
4/9/2025 10:00,28.31098,64.33386,74335.4606810878,0.05
4/9/2025 11:00,27.94265,61.03782,91620.33439809554,0.05
4/9/2025 12:00,28.01256,62.55227,111805.6785025901,0.05
4/9/2025 13:00,27.66934,62.84951,77477.44119494499,0.05
4/9/2025 14:00,28.6648,63.50919,62320.959535936,0.05
4/9/2025 15:00,28.66448,64.98264,53968.49720134984,0.05
4/9/2025 16:00,27.76998,61.78358,48613.14167303395,0.05
4/9/2025 17:00,28.13252,62.99087,34986.15206293422,0.05
4/9/2025 18:00,28.43475,64.63833,824.6483923482014,0.05
4/9/2025 19:00,28.5302,60.48861,703.4270153725854,0.05
4/9/2025 20:00,27.69299,63.24528,757.5611368029405,0.05
4/9/2025 21:00,28.7846,65.08351,666.5864181210897,0.05
4/9/2025 22:00,29.0315,64.72399,839.8473676133477,0.05
4/9/2025 23:00,28.59654,63.87931,929.8067990439922,0.05
4/10/2025 0:00,27.97419,62.44832,664.0994455162108,0.05
4/10/2025 1:00,28.84662,65.0988,676.3027179088638,0.05
4/10/2025 2:00,27.44052,61.3855,881.8693395298611,0.05
4/10/2025 3:00,28.02049,61.72971,885.1924933235189,0.05
4/10/2025 4:00,28.83716,63.56606,865.3480332541893,0.05
4/10/2025 5:00,28.18688,64.26872,828.7141612416586,0.05
4/10/2025 6:00,28.81642,63.408,26978.34416560848,0.05
4/10/2025 7:00,27.92424,64.48868,47718.591448653526,0.05
4/10/2025 8:00,28.68389,63.66189,50774.60881906725,0.05
4/10/2025 9:00,28.77147,62.62741,73275.51620300737,0.05
4/10/2025 10:00,28.43115,62.25952,64615.419617163476,0.05
4/10/2025 11:00,28.95755,62.79853,75779.78376534682,0.05
4/10/2025 12:00,28.13328,60.23661,86594.31471104595,0.05
4/10/2025 13:00,28.07343,62.21123,97332.30129378158,0.05
4/10/2025 14:00,27.65811,60.21307,77695.85895113551,0.05
4/10/2025 15:00,28.16411,61.95019,63051.087003234534,0.05
4/10/2025 16:00,27.37045,62.08281,54058.81948647411,0.05
4/10/2025 17:00,28.869,60.97288,33867.86654956724,0.05
4/10/2025 18:00,28.84042,60.91154,724.1827936947391,0.05
4/10/2025 19:00,28.34386,63.14587,721.5127329749732,0.05
4/10/2025 20:00,29.02882,60.33195,790.0481908108395,0.05
4/10/2025 21:00,27.71782,60.76102,654.1458044429571,0.05
4/10/2025 22:00,28.692,64.61397,813.9876134546503,0.05
4/10/2025 23:00,27.68663,63.47505,665.5299694088031,0.05
4/11/2025 0:00,28.29192,63.75819,690.0537169067663,0.05
4/11/2025 1:00,28.80422,64.02932,723.0323337383471,0.05
4/11/2025 2:00,27.79327,61.22465,723.2638143376832,0.05
4/11/2025 3:00,28.83786,61.61782,672.4799767737624,0.05
4/11/2025 4:00,28.71888,62.46546,680.7988957736546,0.05
4/11/2025 5:00,28.74259,64.68786,936.710356037097,0.05
4/11/2025 6:00,27.84143,64.28796,34978.762413658005,0.05
4/11/2025 7:00,27.86362,63.8918,35354.22885043573,0.05
4/11/2025 8:00,27.51814,61.84562,45681.239938574996,0.05
4/11/2025 9:00,28.17302,63.28727,69058.70390766487,0.05
4/11/2025 10:00,28.18167,62.30664,80015.77504680847,0.05
4/11/2025 11:00,28.78563,64.92771,105196.40703532721,0.05
4/11/2025 12:00,27.61117,62.75151,87587.97577575079,0.05
4/11/2025 13:00,28.11473,62.55746,77798.66696962912,0.05
4/11/2025 14:00,27.38052,61.58027,73366.3587592026,0.05
4/11/2025 15:00,28.45074,60.75465,74131.43458403749,0.05
4/11/2025 16:00,27.39789,61.00008,59388.16061136032,0.05
4/11/2025 17:00,27.48207,64.41074,45486.783552526984,0.05
4/11/2025 18:00,28.2161,61.81899,938.9629795921255,0.05
4/11/2025 19:00,28.69162,63.84758,954.9882491499346,0.05
4/11/2025 20:00,27.51858,64.03798,712.973174496544,0.05
4/11/2025 21:00,27.6123,60.29804,804.4099718958986,0.05
4/11/2025 22:00,28.95849,62.22055,826.5814037651883,0.05
4/11/2025 23:00,27.54832,60.29597,866.4428585480117,0.05
4/12/2025 0:00,28.48809,61.21641,833.3373555418926,0.05
4/12/2025 1:00,27.37865,65.02242,905.1790585891613,0.05
4/12/2025 2:00,27.78118,64.19681,898.1157260681445,0.05
4/12/2025 3:00,27.78218,61.93559,769.6469449602158,0.05
4/12/2025 4:00,28.44089,64.01158,857.0864257166072,0.05
4/12/2025 5:00,27.47252,64.25501,920.5206711848443,0.05
4/12/2025 6:00,27.90064,61.99022,28761.940926027648,0.05
4/12/2025 7:00,27.95937,60.25279,36590.54863013666,0.05
4/12/2025 8:00,28.84005,61.60888,54684.92067376733,0.05
4/12/2025 9:00,28.71239,60.31697,53529.71253214738,0.05
4/12/2025 10:00,28.52989,63.36808,62453.575228249756,0.05
4/12/2025 11:00,28.45673,62.2744,92126.62816366738,0.05
4/12/2025 12:00,27.80095,60.97758,104193.89849022134,0.05
4/12/2025 13:00,27.98532,60.55209,93830.36355983096,0.05
4/12/2025 14:00,28.46455,60.99703,89938.20458943237,0.05
4/12/2025 15:00,28.02104,60.57496,65691.60507600322,0.05
4/12/2025 16:00,28.82895,62.48701,50855.06670453182,0.05
4/12/2025 17:00,27.84919,61.5529,46586.59431721567,0.05
4/12/2025 18:00,27.80221,61.40198,802.9850001273578,0.05
4/12/2025 19:00,28.40429,63.50401,812.4042811966708,0.05
4/12/2025 20:00,28.24412,63.49713,924.6429632531501,0.05
4/12/2025 21:00,28.11344,60.74041,767.5055948678304,0.05
4/12/2025 22:00,27.66666,62.26965,747.4524071542228,0.05
4/12/2025 23:00,27.90132,64.51255,933.1333355353125,0.05
4/13/2025 0:00,28.91043,60.76085,908.2907716436315,0.05
4/13/2025 1:00,27.48286,60.55905,822.5310509257067,0.05
4/13/2025 2:00,27.81443,64.48853,840.6655592123611,0.05
4/13/2025 3:00,28.87588,60.96702,658.0678546820666,0.05
4/13/2025 4:00,27.82357,61.92038,896.191790059205,0.05
4/13/2025 5:00,28.6451,63.46858,824.8041947323266,0.05
4/13/2025 6:00,27.88296,62.27805,35274.55728873513,0.05
4/13/2025 7:00,28.06507,61.82258,34087.12352355235,0.05
4/13/2025 8:00,27.89272,65.20368,58665.625278319414,0.05
4/13/2025 9:00,27.55752,63.0091,70853.96147429485,0.05
4/13/2025 10:00,28.30851,63.66993,78301.27271251127,0.05
4/13/2025 11:00,27.74734,63.16462,95587.76569806994,0.05
4/13/2025 12:00,27.56395,61.99525,114502.7972997269,0.05
4/13/2025 13:00,28.3132,61.67242,74422.6414622714,0.05
4/13/2025 14:00,28.60271,62.29892,65253.73454740303,0.05
4/13/2025 15:00,27.36148,60.20547,58885.177482441126,0.05
4/13/2025 16:00,28.63258,60.93727,61466.55543894309,0.05
4/13/2025 17:00,28.71471,64.94844,48128.928804561816,0.05
4/13/2025 18:00,27.41397,61.74822,811.1115577959836,0.05
4/13/2025 19:00,27.6369,61.06194,640.5890278114218,0.05
4/13/2025 20:00,27.80632,61.37209,784.4669094518846,0.05
4/13/2025 21:00,27.45551,64.92207,829.7166440167118,0.05
4/13/2025 22:00,27.53248,60.8222,953.0363937272174,0.05
4/13/2025 23:00,28.52565,60.90897,711.9851905927364,0.05
4/14/2025 0:00,28.23573,60.99837,788.8445935531875,0.05
4/14/2025 1:00,27.99683,64.83269,871.8447720428,0.05
4/14/2025 2:00,27.51265,60.9991,752.1588782741857,0.05
4/14/2025 3:00,27.99978,61.37655,778.6503016531622,0.05
4/14/2025 4:00,27.47258,63.80488,751.6140320623766,0.05
4/14/2025 5:00,28.87833,62.10474,682.2698179268864,0.05
4/14/2025 6:00,28.08608,61.71862,26201.80093286827,0.05
4/14/2025 7:00,27.49271,64.00701,44242.880787167815,0.05
4/14/2025 8:00,27.88724,60.60659,52763.40947081398,0.05
4/14/2025 9:00,27.71599,64.34546,55581.98947806782,0.05
4/14/2025 10:00,28.05837,63.53842,74563.04777196892,0.05
4/14/2025 11:00,28.71791,64.51455,78270.15262316012,0.05
4/14/2025 12:00,28.50143,60.37359,80112.0808122095,0.05
4/14/2025 13:00,28.37253,64.89747,92630.45617143906,0.05
4/14/2025 14:00,28.7568,62.98141,80730.26219159614,0.05
4/14/2025 15:00,28.89002,64.7956,69794.08797120888,0.05
4/14/2025 16:00,28.43536,64.21291,55286.91660038853,0.05
4/14/2025 17:00,27.84493,60.63822,37349.260464903615,0.05
4/14/2025 18:00,27.82653,63.91787,732.1454687737921,0.05
4/14/2025 19:00,28.37961,62.4142,842.0082630887094,0.05
4/14/2025 20:00,28.65771,62.93017,860.2898422875656,0.05
4/14/2025 21:00,27.61825,62.46189,824.4454993096891,0.05
4/14/2025 22:00,27.47394,62.25579,956.2076728891914,0.05
4/14/2025 23:00,28.65193,62.2135,894.4731144159881,0.05
4/15/2025 0:00,28.20534,64.49939,224.9529628937025,0.05
4/15/2025 1:00,28.13364,61.22681,224.99108217269406,0.05
4/15/2025 2:00,27.88189,60.70366,168.09245487010114,0.05
4/15/2025 3:00,28.89045,64.84854,194.3826022969291,0.05
4/15/2025 4:00,28.05633,60.8996,173.84745101198524,0.05
4/15/2025 5:00,28.50228,60.21694,182.08762291366284,0.05
4/15/2025 6:00,28.1672,61.29786,6958.209896438405,0.05
4/15/2025 7:00,28.69929,64.01363,8865.566560183577,0.05
4/15/2025 8:00,28.87263,62.95238,12668.213150604897,0.05
4/15/2025 9:00,27.52232,64.87679,17667.570276731796,0.05
4/15/2025 10:00,28.70708,61.1458,21721.86887672425,0.05
4/15/2025 11:00,28.89941,64.62972,22993.217124830695,0.05
4/15/2025 12:00,27.9035,61.61096,26572.699872162975,0.05
4/15/2025 13:00,27.73442,60.8007,18111.73356109721,0.05
4/15/2025 14:00,28.7178,62.85854,17879.549416516857,0.05
4/15/2025 15:00,28.29259,60.71446,16137.291155354405,0.05
4/15/2025 16:00,27.58527,62.52263,12620.035506478587,0.05
4/15/2025 17:00,28.30652,62.31551,10032.432039918991,0.05
4/15/2025 18:00,27.7184,60.46155,169.31220219218125,0.05
4/15/2025 19:00,28.93778,60.83361,163.09334373349776,0.05
4/15/2025 20:00,28.94394,62.43283,184.5285126464413,0.05
4/15/2025 21:00,27.67432,63.81851,223.54453031430342,0.05
4/15/2025 22:00,27.95963,64.67476,210.75906933230462,0.05
4/15/2025 23:00,28.8429,63.09849,228.57685984084992,0.05
4/16/2025 0:00,28.61267,63.45712,462.0450439226883,0.05
4/16/2025 1:00,27.7624,61.38334,491.1456416140666,0.05
4/16/2025 2:00,29.03233,62.09353,512.9204979334293,0.05
4/16/2025 3:00,28.73124,62.37465,493.5564383204127,0.05
4/16/2025 4:00,28.31421,60.77871,538.8100841597438,0.05
4/16/2025 5:00,27.62708,62.09162,613.9151530278616,0.05
4/16/2025 6:00,28.48886,61.70428,17713.255906715756,0.05
4/16/2025 7:00,28.76998,60.77469,32312.066981179494,0.05
4/16/2025 8:00,28.6313,62.17396,41311.63709687456,0.05
4/16/2025 9:00,28.19384,62.69434,42840.416316561525,0.05
4/16/2025 10:00,28.97515,62.42744,48834.29254469303,0.05
4/16/2025 11:00,28.278,64.61785,67913.65126308995,0.05
4/16/2025 12:00,27.91114,64.84271,67715.17473901603,0.05
4/16/2025 13:00,27.58815,64.79677,56217.590584908554,0.05
4/16/2025 14:00,28.54053,62.71187,60055.50934707972,0.05
4/16/2025 15:00,28.0719,63.23181,47424.07930500745,0.05
4/16/2025 16:00,28.26841,62.28416,34932.224716791796,0.05
4/16/2025 17:00,28.05703,62.84784,34201.7752752841,0.05
4/16/2025 18:00,27.42043,62.71918,620.5369348029981,0.05
4/16/2025 19:00,28.81595,64.67766,519.7368503620949,0.05
4/16/2025 20:00,27.38157,63.77623,663.3640447445875,0.05
4/16/2025 21:00,28.39916,63.09273,559.079427809277,0.05
4/16/2025 22:00,27.65534,60.2118,630.3794777041841,0.05
4/16/2025 23:00,28.21296,64.02229,598.5049824274395,0.05
4/17/2025 0:00,28.11291,64.64095,669.2715005005742,0.05
4/17/2025 1:00,28.4573,63.99009,643.5096827828187,0.05
4/17/2025 2:00,28.044,61.81376,479.3723396999409,0.05
4/17/2025 3:00,28.15467,64.3325,601.7510655258255,0.05
4/17/2025 4:00,28.08427,62.58893,521.5739303418782,0.05
4/17/2025 5:00,27.92352,62.35529,571.990244683894,0.05
4/17/2025 6:00,27.65175,60.25278,23328.080387356316,0.05
4/17/2025 7:00,28.51077,62.66936,31384.28790745488,0.05
4/17/2025 8:00,28.66662,64.69001,36342.770118227476,0.05
4/17/2025 9:00,28.2948,62.9799,39941.188042281756,0.05
4/17/2025 10:00,28.08691,62.11638,47142.37543200581,0.05
4/17/2025 11:00,28.70601,60.37481,64065.378092412946,0.05
4/17/2025 12:00,27.72449,63.14794,61350.886478312095,0.05
4/17/2025 13:00,27.52377,64.97084,54144.501418033404,0.05
4/17/2025 14:00,27.64209,61.81876,49175.29459539872,0.05
4/17/2025 15:00,27.47741,62.34537,54460.77740226744,0.05
4/17/2025 16:00,28.83479,60.75414,32490.669311473524,0.05
4/17/2025 17:00,28.21624,63.16221,32861.9506146607,0.05
4/17/2025 18:00,27.76219,62.55916,670.0046720178484,0.05
4/17/2025 19:00,27.75451,64.30173,467.51596201501536,0.05
4/17/2025 20:00,28.13444,64.57993,482.2524583561017,0.05
4/17/2025 21:00,28.63615,63.43438,582.5950998201424,0.05
4/17/2025 22:00,27.77933,64.00919,620.3205091854599,0.05
4/17/2025 23:00,27.71614,63.48067,521.254100427733,0.05
4/18/2025 0:00,28.31452,62.87766,944.5450084904122,0.05
4/18/2025 1:00,28.8882,63.81018,818.0739252835865,0.05
4/18/2025 2:00,28.5656,62.40362,845.9228390056232,0.05
4/18/2025 3:00,27.88632,61.49624,781.5454283456377,0.05
4/18/2025 4:00,28.02363,65.14289,714.9577269879974,0.05
4/18/2025 5:00,28.69914,62.23225,656.7087154211913,0.05
4/18/2025 6:00,28.59673,63.55448,30943.880082406184,0.05
4/18/2025 7:00,28.30116,63.10083,44124.768375536914,0.05
4/18/2025 8:00,27.36211,63.54515,63986.46906072532,0.05
4/18/2025 9:00,28.20869,60.34084,74086.09393610188,0.05
4/18/2025 10:00,27.71957,61.50311,85483.69852322558,0.05
4/18/2025 11:00,28.85737,64.32551,76221.48637425104,0.05
4/18/2025 12:00,28.29758,61.13817,110287.21314241337,0.05
4/18/2025 13:00,28.84133,61.01979,78465.41833077838,0.05
4/18/2025 14:00,27.95623,62.70012,68249.68273736365,0.05
